GR_NAME;PL_T;P+;OBJ_COUNT
Akmenës Vartotojai;2021-12-01 00:00:00.000;1,461;7
Akmenës Vartotojai;2021-12-01 01:00:00.000;1,4402;7
Akmenës Vartotojai;2021-12-01 02:00:00.000;1,4924;7
Akmenës Vartotojai;2021-12-01 03:00:00.000;1,5198;7
Akmenës Vartotojai;2021-12-01 04:00:00.000;1,2612;7
Akmenës Vartotojai;2021-12-01 05:00:00.000;1,2177;7
Akmenës Vartotojai;2021-12-01 06:00:00.000;1,5505;7
Akmenës Vartotojai;2021-12-01 07:00:00.000;2,4779;7
Akmenës Vartotojai;2021-12-01 08:00:00.000;2,4971;7
Akmenës Vartotojai;2021-12-01 09:00:00.000;2,1836;7
Akmenës Vartotojai;2021-12-01 10:00:00.000;2,6739;7
Akmenës Vartotojai;2021-12-01 11:00:00.000;2,1374;7
Akmenës Vartotojai;2021-12-01 12:00:00.000;3,2275;7
Akmenës Vartotojai;2021-12-01 13:00:00.000;4,8424;7
Akmenës Vartotojai;2021-12-01 14:00:00.000;2,4108;7
Akmenës Vartotojai;2021-12-01 15:00:00.000;3,1741;7
Akmenës Vartotojai;2021-12-01 16:00:00.000;3,7587;7
Akmenës Vartotojai;2021-12-01 17:00:00.000;3,8354;7
Akmenës Vartotojai;2021-12-01 18:00:00.000;3,1574;7
Akmenës Vartotojai;2021-12-01 19:00:00.000;4,4374;7
Akmenës Vartotojai;2021-12-01 20:00:00.000;3,9379;7
Akmenës Vartotojai;2021-12-01 21:00:00.000;2,9424;7
Akmenës Vartotojai;2021-12-01 22:00:00.000;2,5243;7
Akmenës Vartotojai;2021-12-01 23:00:00.000;2,0909;7
Akmenës Vartotojai;2021-12-02 00:00:00.000;1,5724;7
Akmenës Vartotojai;2021-12-02 01:00:00.000;1,2199;7
Akmenës Vartotojai;2021-12-02 02:00:00.000;1,3236;7
Akmenës Vartotojai;2021-12-02 03:00:00.000;1,3212;7
Akmenës Vartotojai;2021-12-02 04:00:00.000;1,1115;7
Akmenës Vartotojai;2021-12-02 05:00:00.000;1,6333;7
Akmenës Vartotojai;2021-12-02 06:00:00.000;1,817;7
Akmenës Vartotojai;2021-12-02 07:00:00.000;1,6853;7
Akmenës Vartotojai;2021-12-02 08:00:00.000;2,6905;7
Akmenës Vartotojai;2021-12-02 09:00:00.000;2,5877;7
Akmenës Vartotojai;2021-12-02 10:00:00.000;3,3788;7
Akmenës Vartotojai;2021-12-02 11:00:00.000;1,7028;7
Akmenës Vartotojai;2021-12-02 12:00:00.000;1,538;7
Akmenës Vartotojai;2021-12-02 13:00:00.000;2,5673;7
Akmenës Vartotojai;2021-12-02 14:00:00.000;3,7732;7
Akmenës Vartotojai;2021-12-02 15:00:00.000;2,596;7
Akmenës Vartotojai;2021-12-02 16:00:00.000;2,4592;7
Akmenës Vartotojai;2021-12-02 17:00:00.000;3,4019;7
Akmenës Vartotojai;2021-12-02 18:00:00.000;4,2718;7
Akmenës Vartotojai;2021-12-02 19:00:00.000;3,092;7
Akmenës Vartotojai;2021-12-02 20:00:00.000;3,3042;7
Akmenës Vartotojai;2021-12-02 21:00:00.000;2,2216;7
Akmenës Vartotojai;2021-12-02 22:00:00.000;2,7515;7
Akmenës Vartotojai;2021-12-02 23:00:00.000;1,7322;7
Akmenës Vartotojai;2021-12-03 00:00:00.000;3,0692;7
Akmenës Vartotojai;2021-12-03 01:00:00.000;1,8427;7
Akmenës Vartotojai;2021-12-03 02:00:00.000;1,4873;7
Akmenës Vartotojai;2021-12-03 03:00:00.000;1,5556;7
Akmenës Vartotojai;2021-12-03 04:00:00.000;1,5867;7
Akmenës Vartotojai;2021-12-03 05:00:00.000;1,2958;7
Akmenës Vartotojai;2021-12-03 06:00:00.000;1,581;7
Akmenës Vartotojai;2021-12-03 07:00:00.000;1,6026;7
Akmenës Vartotojai;2021-12-03 08:00:00.000;2,2737;7
Akmenës Vartotojai;2021-12-03 09:00:00.000;2,367;7
Akmenës Vartotojai;2021-12-03 10:00:00.000;2,3158;7
Akmenës Vartotojai;2021-12-03 11:00:00.000;1,5776;7
Akmenës Vartotojai;2021-12-03 12:00:00.000;3,1177;7
Akmenës Vartotojai;2021-12-03 13:00:00.000;2,474;7
Akmenës Vartotojai;2021-12-03 14:00:00.000;2,2802;7
Akmenës Vartotojai;2021-12-03 15:00:00.000;3,1748;7
Akmenës Vartotojai;2021-12-03 16:00:00.000;3,5717;7
Akmenës Vartotojai;2021-12-03 17:00:00.000;3,109;7
Akmenës Vartotojai;2021-12-03 18:00:00.000;5,1392;7
Akmenës Vartotojai;2021-12-03 19:00:00.000;10,1914;7
Akmenës Vartotojai;2021-12-03 20:00:00.000;7,8684;7
Akmenës Vartotojai;2021-12-03 21:00:00.000;7,5776;7
Akmenës Vartotojai;2021-12-03 22:00:00.000;8,2368;7
Akmenës Vartotojai;2021-12-03 23:00:00.000;7,9848;7
Akmenës Vartotojai;2021-12-04 00:00:00.000;6,9007;7
Akmenës Vartotojai;2021-12-04 01:00:00.000;6,4104;7
Akmenës Vartotojai;2021-12-04 02:00:00.000;6,1753;7
Akmenës Vartotojai;2021-12-04 03:00:00.000;6,0945;7
Akmenës Vartotojai;2021-12-04 04:00:00.000;5,863;7
Akmenës Vartotojai;2021-12-04 05:00:00.000;5,8166;7
Akmenës Vartotojai;2021-12-04 06:00:00.000;5,8009;7
Akmenës Vartotojai;2021-12-04 07:00:00.000;5,7991;7
Akmenës Vartotojai;2021-12-04 08:00:00.000;6,6118;7
Akmenës Vartotojai;2021-12-04 09:00:00.000;6,2459;7
Akmenës Vartotojai;2021-12-04 10:00:00.000;5,2129;7
Akmenës Vartotojai;2021-12-04 11:00:00.000;5,3654;7
Akmenës Vartotojai;2021-12-04 12:00:00.000;5,5185;7
Akmenës Vartotojai;2021-12-04 13:00:00.000;7,5337;7
Akmenës Vartotojai;2021-12-04 14:00:00.000;6,5303;7
Akmenës Vartotojai;2021-12-04 15:00:00.000;7,3931;7
Akmenës Vartotojai;2021-12-04 16:00:00.000;6,7521;7
Akmenës Vartotojai;2021-12-04 17:00:00.000;8,3468;7
Akmenës Vartotojai;2021-12-04 18:00:00.000;6,7129;7
Akmenës Vartotojai;2021-12-04 19:00:00.000;7,7858;7
Akmenës Vartotojai;2021-12-04 20:00:00.000;6,0949;7
Akmenës Vartotojai;2021-12-04 21:00:00.000;7,8808;7
Akmenës Vartotojai;2021-12-04 22:00:00.000;6,253;7
Akmenës Vartotojai;2021-12-04 23:00:00.000;6,0089;7
Akmenës Vartotojai;2021-12-05 00:00:00.000;5,0209;7
Akmenës Vartotojai;2021-12-05 01:00:00.000;4,8012;7
Akmenës Vartotojai;2021-12-05 02:00:00.000;4,2392;7
Akmenës Vartotojai;2021-12-05 03:00:00.000;4,9847;7
Akmenës Vartotojai;2021-12-05 04:00:00.000;4,7472;7
Akmenës Vartotojai;2021-12-05 05:00:00.000;4,6422;7
Akmenës Vartotojai;2021-12-05 06:00:00.000;5,0007;7
Akmenës Vartotojai;2021-12-05 07:00:00.000;4,8368;7
Akmenës Vartotojai;2021-12-05 08:00:00.000;5,2802;7
Akmenës Vartotojai;2021-12-05 09:00:00.000;6,4207;7
Akmenës Vartotojai;2021-12-05 10:00:00.000;6,6939;7
Akmenës Vartotojai;2021-12-05 11:00:00.000;8,0425;7
Akmenës Vartotojai;2021-12-05 12:00:00.000;7,7913;7
Akmenës Vartotojai;2021-12-05 13:00:00.000;8,254;7
Akmenës Vartotojai;2021-12-05 14:00:00.000;8,8091;7
Akmenës Vartotojai;2021-12-05 15:00:00.000;5,1616;7
Akmenës Vartotojai;2021-12-05 16:00:00.000;6,2639;7
Akmenës Vartotojai;2021-12-05 17:00:00.000;3,5929;7
Akmenës Vartotojai;2021-12-05 18:00:00.000;4,8232;7
Akmenës Vartotojai;2021-12-05 19:00:00.000;2,8358;7
Akmenës Vartotojai;2021-12-05 20:00:00.000;4,2601;7
Akmenës Vartotojai;2021-12-05 21:00:00.000;2,8228;7
Akmenës Vartotojai;2021-12-05 22:00:00.000;2,6864;7
Akmenës Vartotojai;2021-12-05 23:00:00.000;3,1887;7
Akmenës Vartotojai;2021-12-06 00:00:00.000;2,3853;7
Akmenës Vartotojai;2021-12-06 01:00:00.000;1,5995;7
Akmenës Vartotojai;2021-12-06 02:00:00.000;1,3612;7
Akmenës Vartotojai;2021-12-06 03:00:00.000;1,4054;7
Akmenës Vartotojai;2021-12-06 04:00:00.000;1,5523;7
Akmenës Vartotojai;2021-12-06 05:00:00.000;1,5398;7
Akmenës Vartotojai;2021-12-06 06:00:00.000;1,3208;7
Akmenës Vartotojai;2021-12-06 07:00:00.000;1,7393;7
Akmenës Vartotojai;2021-12-06 08:00:00.000;2,0932;7
Akmenës Vartotojai;2021-12-06 09:00:00.000;2,114;7
Akmenës Vartotojai;2021-12-06 10:00:00.000;2,5864;7
Akmenës Vartotojai;2021-12-06 11:00:00.000;2,9509;7
Akmenës Vartotojai;2021-12-06 12:00:00.000;3,2788;7
Akmenës Vartotojai;2021-12-06 13:00:00.000;3,2524;7
Akmenës Vartotojai;2021-12-06 14:00:00.000;3,7095;7
Akmenës Vartotojai;2021-12-06 15:00:00.000;3,8315;7
Akmenës Vartotojai;2021-12-06 16:00:00.000;2,9086;7
Akmenës Vartotojai;2021-12-06 17:00:00.000;3,8986;7
Akmenës Vartotojai;2021-12-06 18:00:00.000;4,1532;7
Akmenës Vartotojai;2021-12-06 19:00:00.000;3,3401;7
Akmenës Vartotojai;2021-12-06 20:00:00.000;4,5365;7
Akmenës Vartotojai;2021-12-06 21:00:00.000;3,3713;7
Akmenës Vartotojai;2021-12-06 22:00:00.000;2,9144;7
Akmenës Vartotojai;2021-12-06 23:00:00.000;3,1225;7
Akmenës Vartotojai;2021-12-07 00:00:00.000;3,2739;7
Akmenës Vartotojai;2021-12-07 01:00:00.000;2,2071;7
Akmenës Vartotojai;2021-12-07 02:00:00.000;2,1076;7
Akmenës Vartotojai;2021-12-07 03:00:00.000;2,0874;7
Akmenës Vartotojai;2021-12-07 04:00:00.000;2,3045;7
Akmenës Vartotojai;2021-12-07 05:00:00.000;2,1963;7
Akmenës Vartotojai;2021-12-07 06:00:00.000;2,2419;7
Akmenës Vartotojai;2021-12-07 07:00:00.000;2,4385;7
Akmenës Vartotojai;2021-12-07 08:00:00.000;2,3761;7
Akmenës Vartotojai;2021-12-07 09:00:00.000;2,4077;7
Akmenës Vartotojai;2021-12-07 10:00:00.000;2,2493;7
Akmenës Vartotojai;2021-12-07 11:00:00.000;2,2053;7
Akmenës Vartotojai;2021-12-07 12:00:00.000;2,328;7
Akmenës Vartotojai;2021-12-07 13:00:00.000;2,4659;7
Akmenës Vartotojai;2021-12-07 14:00:00.000;2,4517;7
Akmenës Vartotojai;2021-12-07 15:00:00.000;3,6435;7
Akmenës Vartotojai;2021-12-07 16:00:00.000;2,7769;7
Akmenës Vartotojai;2021-12-07 17:00:00.000;3,1053;7
Akmenës Vartotojai;2021-12-07 18:00:00.000;4,0872;7
Akmenës Vartotojai;2021-12-07 19:00:00.000;3,0649;7
Akmenës Vartotojai;2021-12-07 20:00:00.000;2,9542;7
Akmenës Vartotojai;2021-12-07 21:00:00.000;3,428;7
Akmenës Vartotojai;2021-12-07 22:00:00.000;3,4255;7
Akmenës Vartotojai;2021-12-07 23:00:00.000;2,4761;7
Akmenës Vartotojai;2021-12-08 00:00:00.000;2,323;7
Akmenës Vartotojai;2021-12-08 01:00:00.000;2,1779;7
Akmenës Vartotojai;2021-12-08 02:00:00.000;1,9304;7
Akmenës Vartotojai;2021-12-08 03:00:00.000;1,9851;7
