GR_NAME,PL_T,P+,OBJ_COUNT
Gargždų Vartotojai,2024-06-01 00:00:00,0.0964,1
Gargždų Vartotojai,2024-06-01 01:00:00,0.2392,1
Gargždų Vartotojai,2024-06-01 02:00:00,0.0968,1
Gargždų Vartotojai,2024-06-01 03:00:00,0.2399,1
Gargždų Vartotojai,2024-06-01 04:00:00,0.0812,1
Gargždų Vartotojai,2024-06-01 05:00:00,0.2107,1
Gargždų Vartotojai,2024-06-01 06:00:00,0.0756,1
Gargždų Vartotojai,2024-06-01 07:00:00,0.2105,1
Gargždų Vartotojai,2024-06-01 08:00:00,0.0751,1
Gargždų Vartotojai,2024-06-01 09:00:00,0.1114,1
Gargždų Vartotojai,2024-06-01 10:00:00,0.2046,1
Gargždų Vartotojai,2024-06-01 11:00:00,0.0912,1
Gargždų Vartotojai,2024-06-01 12:00:00,0.118,1
Gargždų Vartotojai,2024-06-01 13:00:00,0.1547,1
Gargždų Vartotojai,2024-06-01 14:00:00,0.0793,1
Gargždų Vartotojai,2024-06-01 15:00:00,0.232,1
Gargždų Vartotojai,2024-06-01 16:00:00,0.0846,1
Gargždų Vartotojai,2024-06-01 17:00:00,0.0759,1
Gargždų Vartotojai,2024-06-01 18:00:00,0.2307,1
Gargždų Vartotojai,2024-06-01 19:00:00,0.0746,1
Gargždų Vartotojai,2024-06-01 20:00:00,0.0926,1
Gargždų Vartotojai,2024-06-01 21:00:00,0.1129,1
Gargždų Vartotojai,2024-06-01 22:00:00,0.2765,1
Gargždų Vartotojai,2024-06-01 23:00:00,0.093,1
Gargždų Vartotojai,2024-06-02 00:00:00,0.1135,1
Gargždų Vartotojai,2024-06-02 01:00:00,0.2214,1
Gargždų Vartotojai,2024-06-02 02:00:00,0.1094,1
Gargždų Vartotojai,2024-06-02 03:00:00,0.1002,1
Gargždų Vartotojai,2024-06-02 04:00:00,0.2216,1
Gargždų Vartotojai,2024-06-02 05:00:00,0.0809,1
Gargždų Vartotojai,2024-06-02 06:00:00,0.0792,1
Gargždų Vartotojai,2024-06-02 07:00:00,0.2014,1
Gargždų Vartotojai,2024-06-02 08:00:00,0.0763,1
Gargždų Vartotojai,2024-06-02 09:00:00,0.1109,1
Gargždų Vartotojai,2024-06-02 10:00:00,0.1802,1
Gargždų Vartotojai,2024-06-02 11:00:00,0.0937,1
Gargždų Vartotojai,2024-06-02 12:00:00,0.2004,1
Gargždų Vartotojai,2024-06-02 13:00:00,0.0871,1
Gargždų Vartotojai,2024-06-02 14:00:00,0.0745,1
Gargždų Vartotojai,2024-06-02 15:00:00,0.177,1
Gargždų Vartotojai,2024-06-02 16:00:00,0.6536,1
Gargždų Vartotojai,2024-06-02 17:00:00,0.4024,1
Gargždų Vartotojai,2024-06-02 18:00:00,0.3191,1
Gargždų Vartotojai,2024-06-02 19:00:00,0.3075,1
Gargždų Vartotojai,2024-06-02 20:00:00,0.8365,1
Gargždų Vartotojai,2024-06-02 21:00:00,0.573,1
Gargždų Vartotojai,2024-06-02 22:00:00,0.2657,1
Gargždų Vartotojai,2024-06-02 23:00:00,0.25,1
Gargždų Vartotojai,2024-06-03 00:00:00,0.2292,1
Gargždų Vartotojai,2024-06-03 01:00:00,0.2412,1
Gargždų Vartotojai,2024-06-03 02:00:00,0.1104,1
Gargždų Vartotojai,2024-06-03 03:00:00,0.2328,1
Gargždų Vartotojai,2024-06-03 04:00:00,0.1022,1
Gargždų Vartotojai,2024-06-03 05:00:00,0.3014,1
