GR_NAME;PL_T;P+;OBJ_COUNT
Akmenës Vartotojai;2021-01-01 00:00:00.000;1,0929;3
Akmenës Vartotojai;2021-01-01 01:00:00.000;0,8159;3
Akmenës Vartotojai;2021-01-01 02:00:00.000;0,7898;3
Akmenës Vartotojai;2021-01-01 03:00:00.000;0,6294;3
Akmenës Vartotojai;2021-01-01 04:00:00.000;0,6196;3
Akmenës Vartotojai;2021-01-01 05:00:00.000;0,5257;3
Akmenës Vartotojai;2021-01-01 06:00:00.000;0,6131;3
Akmenës Vartotojai;2021-01-01 07:00:00.000;0,69;3
Akmenës Vartotojai;2021-01-01 08:00:00.000;0,5683;3
Akmenës Vartotojai;2021-01-01 09:00:00.000;0,5315;3
Akmenës Vartotojai;2021-01-01 10:00:00.000;0,7084;3
Akmenës Vartotojai;2021-01-01 11:00:00.000;1,7354;3
Akmenës Vartotojai;2021-01-01 12:00:00.000;2,3345;3
Akmenës Vartotojai;2021-01-01 13:00:00.000;1,2964;3
Akmenës Vartotojai;2021-01-01 14:00:00.000;0,7389;3
Akmenës Vartotojai;2021-01-01 15:00:00.000;0,7032;3
Akmenës Vartotojai;2021-01-01 16:00:00.000;1,0234;3
Akmenës Vartotojai;2021-01-01 17:00:00.000;2,3515;3
Akmenës Vartotojai;2021-01-01 18:00:00.000;1,3059;3
Akmenës Vartotojai;2021-01-01 19:00:00.000;1,3637;3
Akmenës Vartotojai;2021-01-01 20:00:00.000;1,3459;3
Akmenës Vartotojai;2021-01-01 21:00:00.000;1,2586;3
Akmenës Vartotojai;2021-01-01 22:00:00.000;1,1891;3
Akmenës Vartotojai;2021-01-01 23:00:00.000;1,8938;3
Akmenës Vartotojai;2021-01-02 00:00:00.000;1,1283;3
Akmenës Vartotojai;2021-01-02 01:00:00.000;1,0276;3
Akmenës Vartotojai;2021-01-02 02:00:00.000;1,2696;3
Akmenës Vartotojai;2021-01-02 03:00:00.000;0,8965;3
Akmenës Vartotojai;2021-01-02 04:00:00.000;0,5591;3
Akmenës Vartotojai;2021-01-02 05:00:00.000;0,5324;3
Akmenës Vartotojai;2021-01-02 06:00:00.000;0,5412;3
Akmenës Vartotojai;2021-01-02 07:00:00.000;0,5279;3
Akmenës Vartotojai;2021-01-02 08:00:00.000;0,4727;3
Akmenës Vartotojai;2021-01-02 09:00:00.000;0,633;3
Akmenës Vartotojai;2021-01-02 10:00:00.000;0,7251;3
Akmenës Vartotojai;2021-01-02 11:00:00.000;0,6641;3
Akmenës Vartotojai;2021-01-02 12:00:00.000;3,3294;3
Akmenës Vartotojai;2021-01-02 13:00:00.000;0,9985;3
Akmenës Vartotojai;2021-01-02 14:00:00.000;1,916;3
Akmenës Vartotojai;2021-01-02 15:00:00.000;0,9761;3
Akmenës Vartotojai;2021-01-02 16:00:00.000;2,0895;3
Akmenës Vartotojai;2021-01-02 17:00:00.000;1,536;3
Akmenës Vartotojai;2021-01-02 18:00:00.000;1,8348;3
Akmenës Vartotojai;2021-01-02 19:00:00.000;1,2333;3
Akmenës Vartotojai;2021-01-02 20:00:00.000;1,0766;3
Akmenës Vartotojai;2021-01-02 21:00:00.000;1,2474;3
Akmenës Vartotojai;2021-01-02 22:00:00.000;1,1767;3
Akmenës Vartotojai;2021-01-02 23:00:00.000;1,9179;3
Akmenës Vartotojai;2021-01-03 00:00:00.000;1,0764;3
Akmenës Vartotojai;2021-01-03 01:00:00.000;0,8034;3
Akmenës Vartotojai;2021-01-03 02:00:00.000;0,6646;3
Akmenës Vartotojai;2021-01-03 03:00:00.000;0,5441;3
Akmenës Vartotojai;2021-01-03 04:00:00.000;0,5323;3
Akmenës Vartotojai;2021-01-03 05:00:00.000;0,5409;3
Akmenës Vartotojai;2021-01-03 06:00:00.000;0,4921;3
Akmenës Vartotojai;2021-01-03 07:00:00.000;0,4876;3
Akmenës Vartotojai;2021-01-03 08:00:00.000;1,1025;3
Akmenës Vartotojai;2021-01-03 09:00:00.000;0,77;3
Akmenës Vartotojai;2021-01-03 10:00:00.000;0,6306;3
Akmenës Vartotojai;2021-01-03 11:00:00.000;1,7614;3
Akmenës Vartotojai;2021-01-03 12:00:00.000;2,0802;3
Akmenës Vartotojai;2021-01-03 13:00:00.000;1,2585;3
Akmenës Vartotojai;2021-01-03 14:00:00.000;1,3139;3
Akmenës Vartotojai;2021-01-03 15:00:00.000;1,0054;3
Akmenës Vartotojai;2021-01-03 16:00:00.000;3,9617;3
Akmenës Vartotojai;2021-01-03 17:00:00.000;2,1972;3
Akmenës Vartotojai;2021-01-03 18:00:00.000;2,5552;3
Akmenës Vartotojai;2021-01-03 19:00:00.000;1,9114;3
Akmenës Vartotojai;2021-01-03 20:00:00.000;2,032;3
Akmenës Vartotojai;2021-01-03 21:00:00.000;1,3884;3
Akmenës Vartotojai;2021-01-03 22:00:00.000;1,4269;3
Akmenës Vartotojai;2021-01-03 23:00:00.000;0,892;3
Akmenës Vartotojai;2021-01-04 00:00:00.000;1,0029;3
Akmenës Vartotojai;2021-01-04 01:00:00.000;0,8023;3
Akmenës Vartotojai;2021-01-04 02:00:00.000;0,5827;3
Akmenës Vartotojai;2021-01-04 03:00:00.000;0,4877;3
Akmenës Vartotojai;2021-01-04 04:00:00.000;0,6508;3
Akmenës Vartotojai;2021-01-04 05:00:00.000;0,5333;3
Akmenës Vartotojai;2021-01-04 06:00:00.000;0,5024;3
Akmenës Vartotojai;2021-01-04 07:00:00.000;0,5313;3
Akmenës Vartotojai;2021-01-04 08:00:00.000;0,5973;3
Akmenës Vartotojai;2021-01-04 09:00:00.000;0,9663;3
Akmenës Vartotojai;2021-01-04 10:00:00.000;1,893;3
Akmenës Vartotojai;2021-01-04 11:00:00.000;0,9778;3
Akmenës Vartotojai;2021-01-04 12:00:00.000;1,7093;3
Akmenës Vartotojai;2021-01-04 13:00:00.000;0,7285;3
Akmenës Vartotojai;2021-01-04 14:00:00.000;1,4311;3
Akmenës Vartotojai;2021-01-04 15:00:00.000;1,1676;3
Akmenës Vartotojai;2021-01-04 16:00:00.000;2,1417;3
Akmenës Vartotojai;2021-01-04 17:00:00.000;1,2745;3
Akmenës Vartotojai;2021-01-04 18:00:00.000;2,2608;3
Akmenës Vartotojai;2021-01-04 19:00:00.000;1,2916;3
Akmenës Vartotojai;2021-01-04 20:00:00.000;1,3102;3
Akmenës Vartotojai;2021-01-04 21:00:00.000;1,9119;3
Akmenës Vartotojai;2021-01-04 22:00:00.000;0,9493;3
Akmenës Vartotojai;2021-01-04 23:00:00.000;1,6189;3
